Client,Supplier,SupplierAccountGroup,SupplierName,SupplierFullName,IsBusinessPurposeCompleted,CreatedByUser,CreationDate,IsOneTimeAccount,AuthorizationGroup,VatRegistration,AccountIsBlockedForPosting,TaxJurisdiction,SupplierCorporateGroup,Customer,Industry,TaxNumber1,TaxNumber2,TaxNumber3,TaxNumber4,TaxNumber5,TaxNumber6,PostingIsBlocked,PurchasingIsBlocked,InternationalAllocationNumber1,InternationalAllocationNumber2,InternationalAllocationNumber3,AddressId,Region,OrganizationBpName1,OrganizationBpName2,CityName,PostalCode,StreetName,Country,ConcatenatedInternationAllocNo,SupplierProcurementBlock,SuplrQualityManagementSystem,SupplierLanguage,PhoneNumber1,FaxNumber,IsNaturalPerson,VatLiability,ResponsibleType,TaxNumberType,BusinessType,BirthDate,SortField,PhoneNumber2,DeletionIndicator,TaxInvoiceRepresentativeName,IndustryType,TradingPartner,DataMediumExchangeIndicator,TrainStationName,AlternativePayeeIsAllowed,SupplierIsPlantRelevant,SupplierPlant,FactoryCalendar
510,0000234074,ZE01,"Rosas, Rivas y Ramón - Logistica","Rosas, Rivas y Ramón - Logistica",,I93H9VW8U3W0,20150710,,,,,,,0010057524,9683,LBT7DR7VKSN7,,,,,,,,9596587,77458,3,0007993766,CMX,"Rosas, Rivas y Ramón - Logistica",Wholesale S.A. de C.V.,San Alejandra los bajos,012095,Periférico Coahuila de Zaragoza 927,MX,9596587774583,01,7242,S,+64434798376,,,,,DE,,,ROSASRIVAS,,,,,,,,,,P003,02
100,0000234093,ZE01,Garner-Hernandez - Materiais,Garner-Hernandez - Materiais,,WF4KT86,20160118,,,LXD85VLNRWD8DD,,,,0010106780,0803,24-5164308,,,,,,,,0084153,66420,5,0007648544,IL,Garner-Hernandez - Materiais,Packaging Holdings,Nancytown,51069,14957 Hobbs Squares Suite 204,US,0084153664205,02,8214,E,+12475808106,+12474109033,,,,MX,Alimentos e Bebidas,,GARNERHERN,,,,,,,,,,P002,02
600,0000234164,ZSVC,Underwood-Dominguez - Componentes,Underwood-Dominguez - Componentes,,6DM1N5JB,20251125,,,T9J148B5CZ5FH,,US2328487520,,0010060091,6256,38-3930847,,,,,,,,0565630,02777,3,0008916233,CO,Underwood-Dominguez - Componentes,Retail Corp.,East Sandraville,34047,35040 Martha Harbors,US,0565630027773,01,7706,E,+12783598271,,,,,BR,,,UNDERWOODD,,,,Processos Continuos,,,,,,P004,02
700,0000234233,ZE01,Almeida - Materiais,Almeida - Materiais,,RZONWV,20230423,,,42198389302310,,BR9683721147,,0010090679,0208,42198389302310  ,07275561926,,,,,,,4465826,53653,3,0006413664,SC,Almeida - Materiais,Export,Sá de Peixoto,62613742,"Loteamento de Silva, 64",BR,4465826536533,01,8172,P,+5589924336453,,,X,,MX,Industria de Embalagens,,ALMEIDA,,,,,,,,,X,P002,02
100,0000234279,ZIMP,Harper-Sharpe - Materiais,Harper-Sharpe - Materiais,,RTJCIF,20200906,X,,OPZ7KXG17PJMCFOG3Q,,,,0010054488,1877,GB277409353104,,,,,,,,4637100,57257,7,0007186022,YKS,Harper-Sharpe - Materiais,Trading LLP,Deniseberg,OY7681IP,Flat 4 Marie Spring,GB,4637100572577,02,3797,E,+79147707990,+51961545776,,,,MX,,,HARPERSHAR,,,,Processos Continuos,,,,,,P004,02
812,0000234293,ZSVC,Segura & Asociados S.Coop. - Logistica,Segura & Asociados S.Coop. - Logistica,,SQPI3T,20181224,,,,,ES2969239850,,0010108028,5983,GN7EACX3H1,49226698486,DUOX9Q6GTY9XZEGRXV,,,,,,4508021,13377,4,0008419846,CAT,Segura & Asociados S.Coop. - Logist,Pharma S.L.,Barcelona,80774,Vial Salomé Alberdi 25 Apt. 92,ES,4508021133774,02,5928,S,+86763174542,,,,,US,Farmaceutico e Saude,,SEGURAASOC,,,,Canal Digital,,,,,,P003,02
510,0000234338,ZE02,Robinson-Lambert - Componentes,Robinson-Lambert - Componentes,,Y8ITE,20190325,,,YD34HX7FO,,US8925112669,,0010085545,3180,42-3775887,,,,,MUDRWME0NQVKW5WPLTOX,,,8250609,19528,2,0002049225,IL,Robinson-Lambert - Componentes,Chemicals LLC,West Patrick,35910,6953 Melanie Bypass,US,8250609195282,02,3064,E,+15473853437,,,,,FR,,,ROBINSONLA,,,,,,,,,,P002,01
700,0000234371,ZE01,Richardson-Edwards - Logistica,Richardson-Edwards - Logistica,,7G57CAL,20250530,,,KETWFE,,,0000405638,0010070335,8172,GB717609548003,,,,,,,,6122327,70804,4,0003567496,LDN,Richardson-Edwards - Logistica,Systems LLP,Fionaside,TL1567WC,Studio 47p Julie Crossing,GB,6122327708044,02,3231,E,+50636232810,,,,,MX,,,RICHARDSON,+43187816316,,,Comercio B2C,,1,,,,P004,01
300,0000234438,ZIMP,Fábrica Pizarro & Asociados S.L.N.E - Servicos Industriais,Fábrica Pizarro & Asociados S.L.N.E - Servicos Industriais,,0FDX3QDB,20221021,,,4GTMMR7ASK19S7C566M,,,,0010088799,9309,OS7DFDCJZFXOMN,,,UTJSA3GPNBW2ACO7BZ,KO1YYK9IUH6KS1BZI7IKN58RC4ZR5ZBYAAZ91EVIJGZTAU9GH6UYDXHBT,,,,6083027,64842,7,0001279198,CAT,Fábrica Pizarro & Asociados S.L.N.E,Trading S.A.,Tarragona,096443,Calle Lázaro Chico 87 Puerta 6,ES,6083027648427,02,3580,S,+35816141137,,,,,US,Industria de Embalagens,,FÁBRICAPIZ,+42218503684,,,,,,,,,P004,02
300,0000234472,ZSVC,Moses-Perry - Materiais,Moses-Perry - Materiais,,ULY8FYCVV,20200924,,,QTLV16H7P,,,,0010003828,7299,87-7551651,,,,A2HW0JN78FNOZTGXTZPII3MB6GRW9ML,,,,4810502,69250,9,0007219060,,Moses-Perry - Materiais,Pharma Corp.,North Christopher,66016,2184 Jones Stravenue Suite 664,US,4810502692509,02,4958,E,+14093989155,,,,,DE,Varejo Especializado,,MOSESPERRY,,,,,,,,,,P003,02
400,0000234477,ZLIF,Henderson Ltd - Componentes,Henderson Ltd - Componentes,,OG5YY,20220915,,,,,,0000428385,0010054489,3669,769QIN30QN2,,,,,,,,8960959,80816,2,0002196335,QC,Henderson Ltd - Componentes,Procurement,Port Lisa,40082,76535 Buckley Summit,CA,8960959808162,01,6545,E,+18133549833,,,,,US,,,HENDERSONL,,,,Processos Continuos,,,,,,P001,01
300,0000234610,ZE02,Peltier SARL - Componentes,Peltier SARL - Componentes,,AF7NC,20220607,,,,,FR7589583151,,0010033167,4072,C0JOU9OM1,,,,,,,,3325851,18818,7,0003866751,NAQ,Peltier SARL - Componentes,Operations,Michel,72776,chemin Duval,FR,3325851188187,02,1462,F,+37244683086,+33708967375,,,,,,,PELTIERSAR,,,,,,,,,,P003,01
100,0000234644,ZSVC,Sauer - Servicos Industriais,Sauer - Servicos Industriais,X,9A3SDQPBLVNG,20230504,,,DE466120318,,DE3318184226,,0010002710,8651,DE841329016,,HF8YNP1YZ0BBABDJ6N,,,,,,4712757,06727,8,0009726338,BY,Sauer - Servicos Industriais,Industrial AG,Wolfach,91952,Wirthplatz 70/11,DE,4712757067278,01,6558,D,+49714298598,,,,,,,,SAUER,+49794252409,,,,,,,,,P002,01
510,0000234675,ZLIF,Laboratorios Velasco y Montemayor - Logistica,Laboratorios Velasco y Montemayor - Logistica,,MIUVW,20220325,,,QR071XQO06,,MX0703162226,,0010048549,3214,2C2LHCNQHLQCCU,,,,,,,,4726343,88143,2,0002011023,CMX,Laboratorios Velasco y Montemayor -,Industrial S.A. de C.V.,Nueva Uzbekistán,72045,Cerrada Bravo 287 Interior 384,MX,4726343881432,01,9751,S,+32548618801,,,,,BR,,,LABORATORI,,,,,,,,,,P002,02
510,0000234708,ZSVC,"Daugherty, Henderson and Jarvis - Componentes","Daugherty, Henderson and Jarvis - Componentes",X,QS9EGF3SD,20121225,,,QY84IGLO3LT0H,,,0000736119,0010071975,5014,8LOYSOIXY,22843315802,,,,,,,1924857,63223,2,0008355951,QC,"Daugherty, Henderson and Jarvis - C",Pharma Corp.,East Charlesside,92498,67093 Gonzalez Viaduct,CA,1924857632232,02,4124,E,+14734324718,,,X,,DE,,,DAUGHERTYH,+15063287740,,,,,,,,X,P003,02
812,0000234741,ZLIF,Nguyen Ltd - Servicos Industriais,Nguyen Ltd - Servicos Industriais,,PUMJGIA4B7,20191209,,,,,US2868982396,,0010115441,4804,66-9459218,,,,,,,,0099868,83626,7,0000682055,IL,Nguyen Ltd - Servicos Industriais,Retail Inc.,Howellchester,31893,8522 Shannon Plaza Suite 635,US,0099868836267,01,4740,E,+17847673842,,,,,,,,NGUYENLTD,+14806241619,,,,,,,,,P004,02
812,0000234841,ZSVC,Döhn Preiß GmbH - Materiais,Döhn Preiß GmbH - Materiais,,I22PGCIVRVVA,20150717,,,DE360706259,,,,0010034145,7933,DE766621795,,,,,,,,5582754,19040,1,0007502938,BW,Döhn Preiß GmbH - Materiais,Operations,Düren,73063,Sigmar-Wirth-Allee 519,DE,5582754190401,01,1064,D,+49446965218,,,,,BR,,,DÖHNPREISS,,,,,,,,,,P004,01
300,0000234862,ZSVC,Naccari s.r.l. - Servicos Industriais,Naccari s.r.l. - Servicos Industriais,,9BO7D1SU1,20151102,,,9U5G6G0T,,IT1011521650,,0010100382,0530,TKU8LJ6NLSFYWIBT,,,,,RS85NUJU8JXST47H6R6A,,,3299836,08664,1,0009506125,VEN,Naccari s.r.l. - Servicos Industria,Import,Terrarossa,29890,"Strada Rita, 44 Piano 9",IT,3299836086641,01,1835,I,+89925797908,,,,,BR,,19910802,NACCARISRL,+61163410569,,,,,,,,X,P001,02
700,0000234938,ZIMP,Georges - Componentes,Georges - Componentes,,W7VFO1GA7MON,20141227,,,QTVUOQOEY70NI7,,,,0010045883,8023,XO9VXYX8AVG,46489461387,5WG5I5K8DQL3LG6L5Y,,,,,,7489651,17532,4,0007383450,HDF,Georges - Componentes,Operations,Bonnin,31649,"57, rue Jean",FR,7489651175324,02,3912,F,+87990061194,,,,,BR,,,GEORGES,,,Maryse Rol,,,,,,,P004,01
700,0000234961,ZSVC,Singh-Johnson - Componentes,Singh-Johnson - Componentes,,CQLVREOMW,20161022,,,30HGLCJMJQ12HJZOW,,,,0010051713,3350,71-5902157,,,,,,,,0001028,12018,7,0000851125,CA,Singh-Johnson - Componentes,Metals LLC,West Martinberg,53130,760 Andrew Flats,US,0001028120187,01,2251,E,+16742479394,,,,,MX,,,SINGHJOHNS,,,,,,,,,,P004,02
400,0000234993,ZE02,Fröhlich - Materiais,Fröhlich - Materiais,X,H2CI6Y,20210115,,,DE801714945,,DE5577762780,,0010079035,5094,DE376910549,,,,,,,,9405211,34273,7,0003918483,,Fröhlich - Materiais,Procurement,Tuttlingen,37884,Klaus-Ulrich-Budig-Allee 4333,DE,9405211342737,01,4288,D,+49316177930,,,X,,MX,,,FRÖHLICH,+49455642275,,,,,,,,,P003,
600,0000235035,ZE01,Cavalcanti Ltda. - Servicos Industriais,Cavalcanti Ltda. - Servicos Industriais,,CG9LCAM,20120525,,,55004659449260,,,,0010050377,5912,55004659449260  ,,,,,,,,8407128,22247,8,0001501348,MG,Cavalcanti Ltda. - Servicos Industr,Import,Câmara,81930434,"Vereda de Cassiano, 332",BR,8407128222478,02,,P,+5560947811255,+556029316022,,,,,,,CAVALCANTI,+556030561987,,,,,,,,,P003,
300,0000235041,ZIMP,Manufacturas Ibérica S.L.L. - Materiais,Manufacturas Ibérica S.L.L. - Materiais,,D35GI6VYJO,20170411,,,,,,,0010025338,2836,65ACMB90TS,,,,,,,,3560021,74613,3,0000552699,MAD,Manufacturas Ibérica S.L.L. - Mater,Export,Burgos,55345,Callejón de Javi Corominas 44 Piso ,ES,3560021746133,01,4768,S,+31653906557,,,,,DE,Alimentos e Bebidas,,MANUFACTUR,+46686134129,,,,,,,,,P002,02
100,0000235046,ZLIF,Soluciones Melero S.Coop. - Materiais,Soluciones Melero S.Coop. - Materiais,,X66U0KT4H3QL,20130122,,,O8HGG27RHL3IJE7MM,,ES7719664671,,0010016898,2375,7KKTG8YF2,62635082970,,,,,,,5854567,10249,7,0005247720,VAS,Soluciones Melero S.Coop. - Materia,Logistics S.A.,Huelva,36529,C. Bernardo Campos 90 Piso 4,ES,5854567102497,01,3523,S,+25963253996,,,,,FR,,,SOLUCIONES,,,,,,,nuevos palabra,,X,P004,02
600,0000235063,ZSVC,Cisneros-Zayas - Componentes,Cisneros-Zayas - Componentes,,19NDMNRUE,20140711,,,737NF0VLN290,,MX0804210237,0000095908,0010097631,1601,BKXWG8HFPD5PNE,,,,,,,,5500951,86278,7,0008127143,,Cisneros-Zayas - Componentes,Chemicals S. de R.L.,San Cristian los altos,096106,"Boulevard Solorzano 680 Edif. 316 ,",MX,5500951862787,02,6933,S,+71753232461,,,,,BR,Logistica Integrada,,CISNEROSZA,+84708093558,,,,,,,,,P001,01
200,0000235070,ZLIF,"Ramos, Oquendo y Sisneros - Componentes","Ramos, Oquendo y Sisneros - Componentes",,494LBD5NWXM,20121118,,,,,,,0010019057,2740,DDRSW1QL77EVL98J,,,,,,,,6619192,69212,6,0005429945,YUC,"Ramos, Oquendo y Sisneros - Compone",Automotive S.A. de C.V.,San Citlali de la Montaña,85837,Andador Tamaulipas 928 Interior 551,MX,6619192692126,01,1702,S,+52214479602,,,,,,Varejo Especializado,,RAMOSOQUEN,+38567512447,,,,,,,,,P003,01
600,0000235187,ZE01,Transportes JWCR S.A. - Logistica,Transportes JWCR S.A. - Logistica,,OTIHP,20130506,,,T7CGN6Z4R,,ES2789725718,0000285036,0010107712,3698,SUI1V1ZS4C75JRH,,,,,,,,4363319,60673,0,0005322122,CAT,Transportes JWCR S.A. - Logistica,Pharma S.A.,Ourense,27606,C. de José Clemente 65 Piso 2,ES,4363319606730,02,6139,S,+42249966041,,,,,US,,,TRANSPORTE,,,,,,,,,,P002,01
100,0000235263,ZE01,Club Peralta y Lozano - Logistica,Club Peralta y Lozano - Logistica,,JTLS1MFWGM0,20210613,,,,,MX3500898236,,0010065486,1396,H8DR1ZTW,,,,,,,,4806073,03665,2,0000568227,QUE,Club Peralta y Lozano - Logistica,Pharma S. de R.L.,Nueva Brasil,074463,Eje vial Kiribati 988 Interior 487,MX,4806073036652,02,4820,S,+27382641871,,,,,MX,,,CLUBPERALT,,,,,,,,,,P002,01
200,0000235624,ZE01,"Roberts, Gibbs and Wood - Materiais","Roberts, Gibbs and Wood - Materiais",,PXX7GJ3PST,20140724,,,UG84H1IDETZ1BJUZ9D7,,GB9824296183,,0010012116,4086,GB599034354391,,,,,,,,8347396,02738,6,0002177519,LDN,"Roberts, Gibbs and Wood - Materiais",Foods PLC,North Daniel,AU5045KP,Flat 8 Rebecca Plaza,GB,8347396027386,01,2531,E,+58782349629,,,,,BR,,,ROBERTSGIB,,,,,,,,,,P002,02
812,0000235733,ZE01,Corona y Menéndez e Hijos - Servicos Industriais,Corona y Menéndez e Hijos - Servicos Industriais,,M1TF3U355,20200311,,,F4VZTQHYTM0766,,MX7210457030,,0010040372,6033,U5QJ0N3ZXY3D,,,,,,,,2603686,11739,7,0002536169,YUC,Corona y Menéndez e Hijos - Servico,Regional Hub,San Rosario de la Montaña,076753,"Calzada Namibia 110 Edif. 638 , Dep",MX,2603686117397,02,,S,+80624969672,,,X,,,,,CORONAYMEN,,,,,,,,,,P004,02
400,0000235769,ZE02,Hermanos Sanz S.Coop. - Materiais,Hermanos Sanz S.Coop. - Materiais,,VUYP84BX,20180127,,,,,ES6690344475,,0010114749,1845,14TWYTK57,17752906005,,,,NPAL0XFEBMZMXILD02IH,,,5645184,15117,2,0006351622,VAS,Hermanos Sanz S.Coop. - Materiais,Maritime S.A.,Huesca,013909,Cañada de Cosme Ballesteros 2 Puert,ES,5645184151172,02,4069,S,+85987902274,,,,,,,,HERMANOSSA,,,,,,,,,,P003,02
812,0000235786,ZOTH,Taylor Group - Servicos Industriais,Taylor Group - Servicos Industriais,,E2ZQJ6L,20170822,,,,,CA7883067938,,0010024003,3581,7O2OZIO7YW,64655740056,,,,,,,9748211,13764,1,0005930572,ON,Taylor Group - Servicos Industriais,Metals Corp.,Parsonsmouth,97767,264 Susan Port,CA,9748211137641,02,9198,E,+14666615313,,,,,US,,,TAYLORGROU,,,,Exportacao,,,,,,P003,01
510,0000235809,ZSVC,Despacho Trujillo y Curiel - Servicos Industriais,Despacho Trujillo y Curiel - Servicos Industriais,X,ZS7UWWYZ,20130330,,,,,MX1523823663,,0010090730,1906,A8VKWM4LXG1J,,5Y2IKWKZ5GHZ849SC5,,,,,,5966621,32480,9,0006816927,NL,Despacho Trujillo y Curiel - Servic,Maritime S. de R.L.,San Guillermo de la Montaña,45722,"Eje vial Micronesia 994 Edif. 682 ,",MX,5966621324809,01,4962,S,+20388798816,,,,,,Distribuicao Atacadista,,DESPACHOTR,,,,Canal Digital,,,,,,P002,01
300,0000235829,ZLIF,Higgins Inc - Logistica,Higgins Inc - Logistica,,X21IH,20211229,,,7ASB1VEQXB8YJKR2ZGF,,GB0374373222,,0010071950,4724,GB818527739397,82618401681,,5N7QVC2M1MGUCC3FHS,,,,,4456395,49840,8,0003909104,MAN,Higgins Inc - Logistica,Electronics LLP,Josephtown,OM3659TB,9 Tina Mountain,GB,4456395498408,02,1370,E,+26124691595,+39184725174,,,,BR,,,HIGGINSINC,,,,,,,,X,,P001,02
300,0000235835,ZOTH,Fornaciari Group - Materiais,Fornaciari Group - Materiais,,IQLFPEZ9Q,20200324,,,,,,,0010030820,6772,91U7KUMP,39582021049,,,,,,,5133860,12722,1,0000429770,SIC,Fornaciari Group - Materiais,Foods S.p.A.,Maranzana,098743,"Via Bertolucci, 84 Piano 3",IT,5133860127221,02,3000,I,+51989373888,,,,,GB,,,FORNACIARI,,,,,,,,,,P001,01
100,0000235848,ZE01,Baker Group - Logistica,Baker Group - Logistica,,29U34G17X13,20220114,,,F073NNYYF,,,0000286716,0010057168,8506,78-2627513,,,,,,,,5451052,33024,2,0000667823,CA,Baker Group - Logistica,Retail Inc.,Moorehaven,13210,742 Bentley Knolls Suite 707,US,5451052330242,02,9848,E,+12413004261,,,,,DE,,,BAKERGROUP,+17335945160,,,,,,,,,P001,02
400,0000235867,ZSVC,Cannon and Sons - Logistica,Cannon and Sons - Logistica,,PVXADYHCOYR2,20180215,,,OKRCCHRAEB434,,,,0010011234,6374,18-8600623,,,,,,,,2492881,31411,8,0006741519,WA,Cannon and Sons - Logistica,Import,Dixonland,68567,0952 Jason Fords,US,2492881314118,01,,E,+13849957013,,,,,MX,,,CANNONANDS,+14889521727,,,,,,,,X,P004,01
812,0000235936,ZLIF,Trubin Matthäi GmbH & Co. KGaA - Componentes,Trubin Matthäi GmbH & Co. KGaA - Componentes,,BS4TVS0,20250909,,,DE430952923,,,,0010061801,9840,DE585590970,,,,,,,,7234543,48660,8,0009483050,NW,Trubin Matthäi GmbH & Co. KGaA - Co,Foods GmbH,Borken,23588,Klara-Koch II-Weg 1/2,DE,7234543486608,01,5812,D,+49697280874,,,,,MX,,,TRUBINMATT,+49842617969,,Björn Södi,,,,,,,P003,01
600,0000236108,ZIMP,Fernandes Pinto - ME - Servicos Industriais,Fernandes Pinto - ME - Servicos Industriais,,SC4X2DAJBDT2,20140706,,,68601904777632,,BR6510422940,,0010069233,7515,68601904777632  ,,,,,,,,9650733,42367,9,0002764036,SP,Fernandes Pinto - ME - Servicos Ind,Wholesale S.A.,Vieira,12003958,"Largo de Vasconcelos, 483",BR,9650733423679,02,2271,P,+5552957738758,,,,,FR,,,FERNANDESP,,,,,,,,,,P004,02
100,0000236126,ZE02,Haase KG - Componentes,Haase KG - Componentes,,B7PAIJ4,20211029,,,,,DE8690498705,0000742772,0010057069,9217,DE520091306,,,,,,,,0511251,61830,7,0008053725,HE,Haase KG - Componentes,Packaging SE,Füssen,57738,Steve-Koch II-Straße 3-8,DE,0511251618307,02,3666,D,+49736651130,,,,,DE,,,HAASEKG,+49752812445,,,Manufatura Discreta,,,,,,P001,01
100,0000236134,ZE02,Rémy - Logistica,Rémy - Logistica,,3JBGPFF,20220922,,,,,,,0010101833,0626,KXWJ2FQHPU,56689189480,UU9X7OB7K3BNJ0MFQT,,,,,,4929666,17005,1,0002505597,,Rémy - Logistica,Tech SA,Renard-sur-Diaz,65300,"22, rue Adam",FR,4929666170051,01,,F,+45735940464,,,,,GB,Logistica Integrada,,RÉMY,+58319510499,,,Servicos Industriais,,,,,X,P003,
700,0000236143,ZIMP,Sá Silva S/A - Servicos Industriais,Sá Silva S/A - Servicos Industriais,,8SZLX,20240623,,,66366983326883,,BR5270234649,,0010074432,1496,66366983326883  ,,,,,,,,1800815,77605,1,0002193200,GO,Sá Silva S/A - Servicos Industriais,Regional Hub,Sales do Galho,24807723,Setor Eduardo Cunha,BR,1800815776051,01,6116,P,+5536962356890,,,,,BR,Distribuicao Atacadista,,SÁSILVASA,+553631843170,,,,,,,,,P001,02
400,0000236156,ZOTH,Eimer Jungfer e.G. - Materiais,Eimer Jungfer e.G. - Materiais,,4C53GB83JL,20181002,,,,,DE0815817239,,0010108945,5138,DE032561720,,,,,,,,6506723,80896,7,0005139102,BY,Eimer Jungfer e.G. - Materiais,Foods AG,Auerbach,63960,Löfflergasse 1-7,DE,6506723808967,02,6512,D,+49306767408,,,,,DE,,,EIMERJUNGF,+49357079865,,,,,1,,,,P003,02
100,0000236159,ZOTH,Heras y Coll S.Coop. - Componentes,Heras y Coll S.Coop. - Componentes,,QB4PJ9,20250411,,,TCTBQEIRP4BQ,,,,0010114171,6115,DDMOGWUFUHSQ0FT,33519898008,,,,,,,7555469,86065,6,0001932612,CAT,Heras y Coll S.Coop. - Componentes,Operations,Guadalajara,63167,Paseo Rosario Luís 63,ES,7555469860656,02,3550,S,+82912596391,+62401445091,,,,,,,HERASYCOLL,,,,Comercio B2B,147325,,,,,P001,01
700,0000236249,ZE01,"Wright, Maldonado and Pugh - Servicos Industriais","Wright, Maldonado and Pugh - Servicos Industriais",,1PF4V,20120117,,,T5NFZ8DJT11S069,,,,0010006227,0405,15-5530956,84106137399,,,0GXLCI4E8Q9FD1BX7BXY3K4A3QVEOHISPB4D3GT4EDYYA1EC,ZWT380K8BCM4U6DZO8GY,,,8689413,29976,1,0007155166,TX,"Wright, Maldonado and Pugh - Servic",Export,East Wendy,27016,3570 Mcdonald Prairie,US,8689413299761,01,0933,E,+19583356053,,,,,,Alimentos e Bebidas,,WRIGHTMALD,+13547998759,,,,091474,,,,,P003,01
400,0000236279,ZOTH,"Nieves, Lucio y Véliz - Componentes","Nieves, Lucio y Véliz - Componentes",,30BCY5M3YW3,20120626,,,,,MX0514604901,,0010105862,5568,WKJFLV1W5W,,,,,,,,2082769,78812,8,0006226540,,"Nieves, Lucio y Véliz - Componentes",Retail S.A. de C.V.,San Mariana de la Montaña,066471,Callejón Aguascalientes 294 Interio,MX,2082769788128,02,8017,S,+65510245047,,,,,DE,,,NIEVESLUCI,,,,,,,,,,P001,02
812,0000236284,ZE02,Andrews-Morris - Materiais,Andrews-Morris - Materiais,,18LQSZ1UPL6S,20250711,,,,,GB8432614074,0000953771,0010078061,5171,GB159036580370,43128797178,,,,,,,2699396,99230,0,0001826845,MAN,Andrews-Morris - Materiais,Export,Lake Adrianfurt,SZ7532ZV,Flat 59U Moore Mountain,GB,2699396992300,02,7409,E,+83837917716,,,,,US,Distribuicao Atacadista,,ANDREWSMOR,,,,Comercio B2B,,1,,,,P001,01
200,0000236481,ZIMP,Allison-Thomas - Componentes,Allison-Thomas - Componentes,,STYVTVMYUF,20211216,,,,,US5462711164,,0010002177,2046,68-4602645,,,,,,,,8127647,72391,7,0004596195,WA,Allison-Thomas - Componentes,Systems Holdings,East Michaelhaven,58040,268 Krista Mountain,US,8127647723917,01,0565,E,+16593997986,,,,,MX,,,ALLISONTHO,,,,,,,,,,P002,02
600,0000236526,ZE01,Sabater y asociados S.L.N.E - Materiais,Sabater y asociados S.L.N.E - Materiais,,2SK1N6QF399U,20200114,,,7U8720V0JTYQ,,ES9636153196,,0010049849,0658,1LUF4PE2OY,,,,,,,X,8041662,46049,7,0005395480,MAD,Sabater y asociados S.L.N.E - Mater,Electronics S.L.,Palencia,017450,Cañada Graciela Cámara 8,ES,8041662460497,,2944,S,+51305280569,,,,,,Farmaceutico e Saude,,SABATERYAS,+51121147483,,,,,1,,,,P002,01
600,0000236541,ZIMP,Pimenta - Materiais,Pimenta - Materiais,,POAOTJ3VYE,20150605,,,24151818255312,,,,0010118968,8266,24151818255312  ,,,,,,,,3020693,56912,5,0008193088,RJ,Pimenta - Materiais,Pharma LTDA,da Cunha,47675596,Estrada de Pacheco,BR,3020693569125,02,8487,P,+5596958089881,,,,,BR,Alimentos e Bebidas,,PIMENTA,,,,,,,,,,P002,02
400,0000236547,ZE02,Borges S/A - Logistica,Borges S/A - Logistica,,DHA706G,20190307,,,XD9CBMKCP,,,,0010073351,7720,82506501353262  ,00702930817,,,,,,,7565182,29014,7,0003511782,BA,Borges S/A - Logistica,Wholesale EIRELI,Rocha,06824836,Vale de Fonseca,BR,7565182290147,01,8290,P,+5527995917694,,,,,DE,Distribuicao Atacadista,,BORGESSA,+552732943815,,,,,,,,X,P002,01
812,0000236564,ZIMP,Proyectos Villanueva-Arce - Materiais,Proyectos Villanueva-Arce - Materiais,,WR9E9Y0G,20140517,,7IL0,3I0H80SV8DXTJY6,,MX2850612001,0000422551,0010101434,7050,1OZTW0MUG,,,,,,,,3700261,49344,6,0005999186,QUE,Proyectos Villanueva-Arce - Materia,Import,Nueva República Democrática del Con,11805,Eje vial Bolivia 281 469,MX,3700261493446,02,9878,S,+85521126491,,,,,,,,PROYECTOSV,,,,,,,,,,P004,02
812,0000236745,ZOTH,da Mata Ltda. - Logistica,da Mata Ltda. - Logistica,,V4L04J3QL8PU,20190407,,,27582560214904,,BR1280841553,,0010045670,9336,27582560214904  ,51053510369,,,,,,,0752835,98919,0,0009970064,MG,da Mata Ltda. - Logistica,Shared Services,Porto,95322864,"Viela Luiz Felipe Brito, 53",BR,0752835989190,02,7469,P,+5523961507132,,,,,MX,,,DAMATALTDA,,,Sarah Mend,Servicos Industriais,,,,,X,P003,02
400,0000236768,ZE02,合同会社山田電気 - Servicos Industriais,合同会社山田電気 - Servicos Industriais,,Z7SK6WCL,20140129,,,B7EOOT2CP2BY,,,,0010040622,4245,8ZYLVMH07,,,,,,,,2964208,76040,5,0005116580,,合同会社山田電気 - Servicos Industriais,Tech 株式会社,武蔵村山市,75765,930 佐々木 Street,JP,2964208760405,02,4347,J,+82138041629,,,,,FR,,,合同会社山田電気,,,,Distribuicao Regional,,,,,,P003,01
300,0000236777,ZE01,Johnson Ltd - Componentes,Johnson Ltd - Componentes,,VN0IBNFMGQUA,20240716,,GDBZ,,,US2520945189,0000795131,0010099516,0427,86-9826726,37458548599,,,,,,,2913453,28633,6,0006480447,FL,Johnson Ltd - Componentes,Operations,Marksmouth,46882,8363 Cassandra Knolls Suite 306,US,2913453286336,01,1134,E,+14942130720,,,,,DE,,,JOHNSONLTD,+12028352972,,,,662360,,,,,P003,02
200,0000236874,ZIMP,Arroyo y Palomares S.Com. - Componentes,Arroyo y Palomares S.Com. - Componentes,,JPOSYJK,20220826,,,SJN1D1JE7D7M37E30P,,ES8389684041,,0010047773,2879,R63QXCO5BRW,,,,,,,,0647699,13450,8,0003510196,VAS,Arroyo y Palomares S.Com. - Compone,Systems S.L.,Lugo,75448,Paseo de Cristian Coronado 5 Piso 6,ES,0647699134508,01,7562,S,+41556221324,,,,,FR,,,ARROYOYPAL,,,,Importacao,,,,,,P003,01
