CompanyCode,Plant,Material,FiscalYear,FiscalPeriod,TipoMaterial,TipoMaterialText,PlantName,ContaContabil,ContaContabilText,ProfitCenter,CompanyCodeCurrency,BaseUnit,EstoqueQuantidade,EstoqueValorTotal,PrecoUnitario_Oficial
BR01,P001,MAT-1002,2024,7,FERT,Produto Acabado,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-2000,BRL,L,4164.321,1118757.33,268.653
BR01,P002,HALB-2020,2024,2,HAWA,Mercadoria Revenda,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-1000,EUR,TON,4960.29,7436149.31,1499.136
US10,P001,MAT-1005,2023,5,FERT,Produto Acabado,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-3000,GBP,PC,2311.432,1479413.56,640.042
US10,P002,HAWA-4001,2023,3,HALB,Semi-Acabado,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-3000,EUR,M,4107.942,2579442.51,627.916
UK01,P001,SKU-STK-01,2023,4,ROH,Materia Prima,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-1000,USD,L,728.104,960520.62,1319.208
UK01,P002,MAT-1001,2025,2,HALB,Semi-Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-1000,USD,TON,12.589,8274.66,657.293
US10,P003,MAT-1003,2025,7,FERT,Produto Acabado,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-2000,USD,M,742.85,959685.69,1291.897
US10,P001,RM-001,2025,3,FERT,Produto Acabado,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-2000,EUR,TON,3691.61,1439325.51,389.891
FR01,P003,RM-001,2025,12,FERT,Produto Acabado,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-1000,GBP,KG,1103.754,349367.94,316.527
FR01,P002,MAT-1003,2025,11,ROH,Materia Prima,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-1000,GBP,TON,4117.307,2473542.17,600.767
UK01,P001,RM-001,2025,6,HAWA,Mercadoria Revenda,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-1000,EUR,PC,4376.67,6405322.2,1463.515
FR01,P002,MAT-1005,2024,5,HAWA,Mercadoria Revenda,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-3000,USD,TON,3676.278,3131449.92,851.799
FR01,P002,MAT-1001,2023,4,HALB,Semi-Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-2000,USD,TON,3011.777,2204190.08,731.857
BR01,P001,HALB-2010,2024,2,FERT,Produto Acabado,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-1000,USD,L,1932.994,791932.18,409.692
DE10,P003,MAT-1001,2025,10,HAWA,Mercadoria Revenda,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-2000,GBP,KG,15.327,4940.72,322.354
DE10,P004,RM-003,2023,5,ROH,Materia Prima,Filial Norte,130300,Estoque Merc. Revenda,PC-1000,USD,L,2385.698,3348649.21,1403.635
DE10,P002,FERT-3001,2023,2,FERT,Produto Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-2000,EUR,KG,1078.321,165241.91,153.24
US10,P001,HAWA-4001,2023,7,HALB,Semi-Acabado,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-2000,USD,PC,1608.782,875714.74,544.334
FR01,P004,MAT-1004,2023,10,FERT,Produto Acabado,Filial Norte,130200,Estoque Matéria Prima,PC-1000,BRL,KG,4442.944,6197249.32,1394.852
BR01,P002,MAT-1002,2025,9,FERT,Produto Acabado,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-2000,BRL,M,4263.388,4828866.73,1132.636
BR01,P002,RM-002,2024,11,ROH,Materia Prima,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-3000,GBP,KG,1626.444,2314795.76,1423.225
UK01,P004,RM-003,2024,10,FERT,Produto Acabado,Filial Norte,130300,Estoque Merc. Revenda,PC-2000,GBP,L,2473.424,3602475.27,1456.473
FR01,P002,MAT-1005,2025,1,HALB,Semi-Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-2000,EUR,PC,974.11,155281.9,159.409
UK01,P003,RM-002,2025,9,FERT,Produto Acabado,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-2000,GBP,PC,3169.414,4407133.56,1390.52
US10,P002,HALB-2010,2024,5,HAWA,Mercadoria Revenda,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-1000,GBP,PC,2314.471,2290946.72,989.836
UK01,P001,MAT-1002,2024,11,HALB,Semi-Acabado,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-1000,GBP,L,838.653,910823.28,1086.055
BR01,P004,MAT-1004,2024,2,HALB,Semi-Acabado,Filial Norte,130300,Estoque Merc. Revenda,PC-3000,GBP,KG,4135.682,5755297.78,1391.62
UK01,P003,RM-001,2023,8,HAWA,Mercadoria Revenda,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-1000,GBP,TON,4620.263,4022266.98,870.571
US10,P004,MAT-1001,2024,3,ROH,Materia Prima,Filial Norte,130200,Estoque Matéria Prima,PC-2000,USD,KG,3719.865,4757547.38,1278.957
UK01,P003,MAT-1005,2024,1,HAWA,Mercadoria Revenda,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-1000,EUR,KG,4395.03,2473197.65,562.726
BR01,P002,RM-003,2025,10,ROH,Materia Prima,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-3000,GBP,KG,2687.075,3891682.66,1448.297
US10,P004,SKU-STK-01,2025,7,HAWA,Mercadoria Revenda,Filial Norte,130200,Estoque Matéria Prima,PC-2000,BRL,L,1878.575,293347.0,156.154
BR01,P003,HALB-2020,2024,2,HALB,Semi-Acabado,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-1000,GBP,TON,2130.647,1189171.62,558.127
BR01,P001,MAT-1005,2023,12,ROH,Materia Prima,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-2000,EUR,L,1525.945,2002238.21,1312.13
FR01,P002,MAT-1003,2024,2,HALB,Semi-Acabado,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-1000,EUR,L,3344.97,1900668.82,568.217
DE10,P004,MAT-1004,2024,3,HAWA,Mercadoria Revenda,Filial Norte,130200,Estoque Matéria Prima,PC-1000,EUR,M,706.722,202665.96,286.769
DE10,P001,HAWA-4001,2024,12,ROH,Materia Prima,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-3000,GBP,TON,4872.341,612448.39,125.699
US10,P002,RM-002,2025,6,ROH,Materia Prima,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-3000,EUR,KG,189.135,152107.66,804.228
US10,P001,MAT-1005,2025,10,HALB,Semi-Acabado,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-3000,GBP,KG,4515.916,327164.57,72.447
BR01,P002,HAWA-4001,2025,11,ROH,Materia Prima,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-2000,EUR,PC,787.231,633463.53,804.673
FR01,P004,MAT-1001,2023,7,HAWA,Mercadoria Revenda,Filial Norte,130200,Estoque Matéria Prima,PC-1000,BRL,M,4844.074,2273943.97,469.428
BR01,P001,SKU-STK-01,2025,8,HALB,Semi-Acabado,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-3000,USD,M,3542.141,4413079.09,1245.879
UK01,P003,FERT-3002,2025,3,HAWA,Mercadoria Revenda,Planta Exportacao SC,130100,Estoque Prod. Acabado,PC-3000,USD,TON,2732.922,2234234.79,817.526
BR01,P004,RM-002,2024,2,FERT,Produto Acabado,Filial Norte,130200,Estoque Matéria Prima,PC-1000,EUR,KG,1937.844,1057270.25,545.591
BR01,P003,RM-002,2023,4,HALB,Semi-Acabado,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-1000,GBP,PC,4654.116,4283043.33,920.27
UK01,P002,MAT-1004,2025,1,HAWA,Mercadoria Revenda,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-1000,EUR,KG,2583.621,3628915.3,1404.585
US10,P002,MAT-1001,2025,4,HAWA,Mercadoria Revenda,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-2000,EUR,TON,983.67,841049.65,855.012
FR01,P004,HAWA-4001,2025,2,HALB,Semi-Acabado,Filial Norte,130100,Estoque Prod. Acabado,PC-2000,BRL,KG,3092.767,4010963.13,1296.885
US10,P002,RM-002,2025,2,FERT,Produto Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-2000,USD,KG,4729.011,2698245.99,570.573
UK01,P003,HALB-2020,2023,10,ROH,Materia Prima,Planta Exportacao SC,130100,Estoque Prod. Acabado,PC-3000,GBP,KG,3367.538,2205622.89,654.966
DE10,P003,MAT-1003,2024,1,HAWA,Mercadoria Revenda,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-2000,GBP,L,545.489,408561.99,748.983
UK01,P002,RM-003,2023,9,ROH,Materia Prima,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-2000,BRL,PC,2394.953,1522088.43,635.54
DE10,P003,MAT-1001,2025,4,HALB,Semi-Acabado,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-2000,EUR,KG,4907.122,3465227.99,706.163
DE10,P004,HALB-2020,2024,3,HALB,Semi-Acabado,Filial Norte,130300,Estoque Merc. Revenda,PC-3000,GBP,TON,3910.968,2523020.21,645.114
FR01,P002,HALB-2020,2024,8,FERT,Produto Acabado,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-2000,EUR,M,3362.552,4845699.71,1441.078
DE10,P002,FERT-3002,2025,5,ROH,Materia Prima,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-1000,USD,KG,2303.95,753771.8,327.165
DE10,P002,FERT-3002,2023,2,ROH,Materia Prima,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-3000,GBP,KG,4474.493,1845804.43,412.517
FR01,P002,MAT-1005,2025,3,FERT,Produto Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-3000,GBP,KG,2651.663,3512986.78,1324.824
US10,P004,RM-003,2023,5,HAWA,Mercadoria Revenda,Filial Norte,130200,Estoque Matéria Prima,PC-1000,EUR,L,745.656,308535.3,413.777
DE10,P004,MAT-1002,2025,2,ROH,Materia Prima,Filial Norte,130300,Estoque Merc. Revenda,PC-3000,BRL,L,2410.804,2831262.68,1174.406
US10,P002,MAT-1004,2024,5,FERT,Produto Acabado,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-2000,EUR,PC,1810.445,486379.67,268.652
BR01,P004,MAT-1005,2024,9,ROH,Materia Prima,Filial Norte,130300,Estoque Merc. Revenda,PC-1000,GBP,PC,1371.294,275192.65,200.681
FR01,P004,FERT-3002,2024,1,HALB,Semi-Acabado,Filial Norte,130100,Estoque Prod. Acabado,PC-3000,EUR,M,4650.717,3485284.53,749.408
US10,P002,SKU-STK-01,2024,10,FERT,Produto Acabado,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-1000,EUR,KG,4543.955,5399218.21,1188.22
FR01,P003,RM-003,2024,8,FERT,Produto Acabado,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-3000,GBP,KG,2042.738,1745335.77,854.41
FR01,P003,FERT-3002,2025,2,ROH,Materia Prima,Planta Exportacao SC,130100,Estoque Prod. Acabado,PC-3000,BRL,PC,4240.706,6328244.42,1492.262
DE10,P001,MAT-1005,2024,12,HALB,Semi-Acabado,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-2000,EUR,PC,3035.434,4275451.29,1408.514
FR01,P001,MAT-1003,2024,1,ROH,Materia Prima,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-3000,BRL,TON,299.147,426043.36,1424.194
UK01,P003,MAT-1003,2025,10,HALB,Semi-Acabado,Planta Exportacao SC,130100,Estoque Prod. Acabado,PC-1000,USD,TON,4061.821,1627750.39,400.744
DE10,P004,MAT-1004,2023,1,FERT,Produto Acabado,Filial Norte,130300,Estoque Merc. Revenda,PC-2000,GBP,L,1388.275,2008772.84,1446.956
FR01,P003,FERT-3002,2025,11,HAWA,Mercadoria Revenda,Planta Exportacao SC,130100,Estoque Prod. Acabado,PC-1000,EUR,KG,3861.528,2203329.95,570.585
UK01,P003,SKU-STK-02,2024,9,FERT,Produto Acabado,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-3000,GBP,KG,202.835,64087.14,315.957
BR01,P001,FERT-3002,2023,7,FERT,Produto Acabado,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-2000,USD,L,1864.001,535546.13,287.31
BR01,P003,HALB-2020,2024,8,HALB,Semi-Acabado,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-2000,BRL,M,3455.106,5094781.83,1474.566
DE10,P001,FERT-3001,2024,2,HAWA,Mercadoria Revenda,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-1000,BRL,KG,3775.32,570801.96,151.193
DE10,P002,MAT-1005,2025,8,ROH,Materia Prima,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-1000,EUR,PC,3982.342,5423428.12,1361.869
UK01,P001,MAT-1003,2023,5,FERT,Produto Acabado,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-3000,EUR,PC,4719.554,2860337.62,606.061
BR01,P002,MAT-1003,2023,5,ROH,Materia Prima,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-3000,EUR,M,3199.859,3761251.86,1175.443
DE10,P001,MAT-1004,2023,2,ROH,Materia Prima,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-2000,EUR,TON,262.175,341298.89,1301.798
UK01,P003,FERT-3002,2024,1,ROH,Materia Prima,Planta Exportacao SC,130100,Estoque Prod. Acabado,PC-3000,BRL,L,4693.172,5133959.41,1093.921
DE10,P004,HAWA-4001,2023,12,ROH,Materia Prima,Filial Norte,130300,Estoque Merc. Revenda,PC-1000,USD,L,3749.271,1632218.88,435.343
UK01,P003,HALB-2010,2025,10,HALB,Semi-Acabado,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-1000,GBP,TON,1981.558,2341018.57,1181.403
DE10,P002,RM-003,2025,1,FERT,Produto Acabado,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-3000,GBP,M,950.766,1135092.91,1193.872
BR01,P001,RM-001,2025,3,FERT,Produto Acabado,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-1000,EUR,L,3194.736,2279536.78,713.529
FR01,P003,MAT-1005,2025,6,ROH,Materia Prima,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-3000,GBP,PC,3941.086,2275035.25,577.261
UK01,P001,RM-001,2025,12,ROH,Materia Prima,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-1000,USD,PC,3035.751,3003660.08,989.429
DE10,P004,HALB-2010,2024,10,FERT,Produto Acabado,Filial Norte,130300,Estoque Merc. Revenda,PC-3000,GBP,KG,2483.069,217365.38,87.539
DE10,P004,SKU-STK-02,2023,7,FERT,Produto Acabado,Filial Norte,130200,Estoque Matéria Prima,PC-3000,BRL,TON,263.895,297095.63,1125.81
FR01,P003,MAT-1004,2023,10,FERT,Produto Acabado,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-1000,USD,KG,2661.151,3113570.62,1170.009
UK01,P002,FERT-3001,2024,2,FERT,Produto Acabado,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-2000,BRL,L,3181.446,3554540.54,1117.272
BR01,P001,MAT-1004,2024,12,FERT,Produto Acabado,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-2000,BRL,KG,4441.413,5412172.64,1218.57
UK01,P002,SKU-STK-01,2023,4,ROH,Materia Prima,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-1000,BRL,KG,4610.269,2312437.17,501.584
BR01,P001,MAT-1002,2023,7,FERT,Produto Acabado,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-3000,EUR,L,4949.217,572703.59,115.716
DE10,P001,HALB-2020,2024,12,ROH,Materia Prima,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-3000,USD,L,4412.054,4233405.52,959.509
FR01,P003,RM-003,2023,6,ROH,Materia Prima,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-1000,GBP,PC,856.873,1024713.0,1195.875
UK01,P004,MAT-1005,2023,11,HALB,Semi-Acabado,Filial Norte,130300,Estoque Merc. Revenda,PC-3000,BRL,PC,3433.389,4413044.75,1285.332
UK01,P004,FERT-3001,2024,3,FERT,Produto Acabado,Filial Norte,130100,Estoque Prod. Acabado,PC-1000,USD,L,4549.885,2029494.4,446.054
US10,P002,HALB-2020,2025,8,FERT,Produto Acabado,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-3000,EUR,TON,3121.496,645974.87,206.944
UK01,P003,RM-002,2023,4,HAWA,Mercadoria Revenda,Planta Exportacao SC,130100,Estoque Prod. Acabado,PC-2000,GBP,TON,2051.085,276145.78,134.634
UK01,P004,HAWA-4001,2024,7,HAWA,Mercadoria Revenda,Filial Norte,130100,Estoque Prod. Acabado,PC-2000,BRL,TON,2733.533,3121229.99,1141.83
UK01,P003,RM-003,2025,2,HAWA,Mercadoria Revenda,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-1000,USD,L,2648.001,2396401.18,904.985
UK01,P003,SKU-STK-01,2025,7,HALB,Semi-Acabado,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-2000,EUR,KG,2472.598,1743525.28,705.139
US10,P002,MAT-1002,2025,7,ROH,Materia Prima,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-3000,EUR,KG,12.835,8352.49,650.759
DE10,P001,MAT-1003,2024,3,HAWA,Mercadoria Revenda,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-1000,USD,TON,4705.971,1201015.56,255.211
UK01,P002,FERT-3002,2024,2,FERT,Produto Acabado,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-3000,USD,M,1161.089,1578104.56,1359.159
FR01,P002,MAT-1004,2023,8,HAWA,Mercadoria Revenda,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-2000,GBP,M,1441.593,546936.06,379.397
DE10,P001,RM-003,2025,4,ROH,Materia Prima,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-1000,USD,L,3198.746,4128480.72,1290.656
DE10,P003,MAT-1005,2025,12,ROH,Materia Prima,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-3000,EUR,TON,2204.647,3259579.41,1478.504
BR01,P004,MAT-1005,2024,7,ROH,Materia Prima,Filial Norte,130100,Estoque Prod. Acabado,PC-2000,USD,L,2740.941,2311605.48,843.362
DE10,P003,RM-001,2023,7,HAWA,Mercadoria Revenda,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-3000,GBP,L,1660.078,324052.21,195.203
UK01,P001,FERT-3002,2023,2,ROH,Materia Prima,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-1000,USD,TON,2774.366,101619.48,36.628
UK01,P004,MAT-1001,2023,1,HALB,Semi-Acabado,Filial Norte,130100,Estoque Prod. Acabado,PC-3000,BRL,KG,284.126,248519.9,874.682
DE10,P003,RM-002,2025,8,ROH,Materia Prima,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-3000,BRL,KG,2219.829,249368.93,112.337
UK01,P003,SKU-STK-01,2023,10,HALB,Semi-Acabado,Planta Exportacao SC,130100,Estoque Prod. Acabado,PC-2000,BRL,TON,2751.973,631052.18,229.309
UK01,P001,SKU-STK-02,2024,10,HAWA,Mercadoria Revenda,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-2000,EUR,PC,2475.377,1123590.95,453.907
US10,P003,RM-001,2024,7,ROH,Materia Prima,Planta Exportacao SC,130100,Estoque Prod. Acabado,PC-2000,BRL,TON,3559.933,115929.22,32.565
UK01,P003,HAWA-4001,2024,8,HALB,Semi-Acabado,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-2000,EUR,PC,3561.412,565135.54,158.683
BR01,P001,MAT-1004,2023,2,HAWA,Mercadoria Revenda,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-3000,EUR,M,2279.923,1422275.25,623.826
DE10,P002,SKU-STK-01,2025,7,HALB,Semi-Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-1000,GBP,TON,99.126,137568.95,1387.819
FR01,P003,SKU-STK-01,2023,1,ROH,Materia Prima,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-3000,BRL,TON,4853.844,4017691.71,827.734
FR01,P004,RM-002,2025,9,FERT,Produto Acabado,Filial Norte,130200,Estoque Matéria Prima,PC-1000,EUR,TON,2863.491,671780.72,234.602
UK01,P001,RM-003,2025,2,HALB,Semi-Acabado,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-3000,BRL,PC,2554.054,1204900.52,471.76
DE10,P004,MAT-1004,2025,2,FERT,Produto Acabado,Filial Norte,130100,Estoque Prod. Acabado,PC-1000,GBP,M,2324.972,3287835.9,1414.14
DE10,P003,HAWA-4001,2025,2,ROH,Materia Prima,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-1000,BRL,TON,1216.081,1130831.29,929.898
UK01,P003,MAT-1003,2024,4,HALB,Semi-Acabado,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-1000,USD,L,451.127,456956.46,1012.922
FR01,P004,MAT-1005,2024,4,ROH,Materia Prima,Filial Norte,130300,Estoque Merc. Revenda,PC-3000,BRL,L,1681.884,2134850.68,1269.321
FR01,P004,HALB-2020,2024,4,FERT,Produto Acabado,Filial Norte,130300,Estoque Merc. Revenda,PC-1000,USD,KG,588.335,781434.78,1328.214
US10,P001,MAT-1001,2024,9,ROH,Materia Prima,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-2000,EUR,L,1440.103,308156.12,213.982
US10,P002,MAT-1001,2024,10,FERT,Produto Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-1000,USD,KG,3075.787,1733845.74,563.708
BR01,P002,RM-002,2024,11,FERT,Produto Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-2000,BRL,L,1976.419,2404120.02,1216.402
FR01,P001,RM-003,2023,2,HALB,Semi-Acabado,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-3000,GBP,M,1730.708,1098677.67,634.814
FR01,P002,HALB-2020,2025,7,HAWA,Mercadoria Revenda,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-2000,USD,M,3821.582,1646287.85,430.787
DE10,P004,MAT-1001,2023,10,HALB,Semi-Acabado,Filial Norte,130300,Estoque Merc. Revenda,PC-2000,BRL,M,2230.239,1834922.45,822.747
BR01,P001,RM-002,2024,2,ROH,Materia Prima,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-3000,USD,L,4214.847,2062038.03,489.232
FR01,P001,MAT-1001,2024,1,ROH,Materia Prima,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-1000,EUR,L,4727.629,1902327.0,402.385
UK01,P001,RM-003,2024,9,HALB,Semi-Acabado,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-3000,BRL,L,4855.964,1903338.79,391.959
UK01,P001,HAWA-4001,2025,3,FERT,Produto Acabado,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-1000,EUR,PC,1955.548,1561370.15,798.431
DE10,P001,RM-001,2023,7,FERT,Produto Acabado,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-3000,USD,PC,1008.915,1030760.03,1021.652
FR01,P003,RM-001,2024,2,FERT,Produto Acabado,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-3000,BRL,L,3586.591,2519332.7,702.431
DE10,P002,SKU-STK-01,2024,7,ROH,Materia Prima,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-1000,GBP,PC,1719.825,108820.21,63.274
US10,P003,MAT-1002,2024,2,FERT,Produto Acabado,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-3000,USD,TON,4036.652,5674224.84,1405.676
UK01,P003,RM-001,2024,10,FERT,Produto Acabado,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-1000,USD,TON,822.654,642620.29,781.155
UK01,P002,SKU-STK-01,2023,10,ROH,Materia Prima,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-1000,USD,PC,1330.226,85324.69,64.143
DE10,P004,MAT-1005,2024,12,FERT,Produto Acabado,Filial Norte,130100,Estoque Prod. Acabado,PC-2000,USD,PC,972.779,555493.77,571.038
DE10,P002,MAT-1001,2025,5,HALB,Semi-Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-3000,BRL,L,1018.55,1157267.34,1136.191
FR01,P004,MAT-1005,2025,6,HAWA,Mercadoria Revenda,Filial Norte,130200,Estoque Matéria Prima,PC-3000,BRL,L,3871.958,4446211.96,1148.311
DE10,P001,HAWA-4001,2023,12,HALB,Semi-Acabado,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-3000,USD,TON,1549.214,2159940.5,1394.217
FR01,P001,HALB-2020,2025,10,FERT,Produto Acabado,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-2000,EUR,M,180.555,208799.04,1156.429
FR01,P002,MAT-1005,2024,6,HAWA,Mercadoria Revenda,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-1000,GBP,PC,2076.746,142205.18,68.475
UK01,P004,SKU-STK-01,2024,10,ROH,Materia Prima,Filial Norte,130200,Estoque Matéria Prima,PC-1000,EUR,L,1359.001,1822618.76,1341.146
FR01,P001,MAT-1004,2024,8,FERT,Produto Acabado,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-2000,EUR,L,2518.37,584120.81,231.944
DE10,P002,MAT-1004,2025,7,HAWA,Mercadoria Revenda,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-3000,BRL,KG,4849.16,5713081.5,1178.159
US10,P004,MAT-1003,2023,2,HALB,Semi-Acabado,Filial Norte,130200,Estoque Matéria Prima,PC-3000,GBP,KG,4092.954,3594931.54,878.322
BR01,P002,FERT-3001,2025,1,FERT,Produto Acabado,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-1000,EUR,L,303.654,272922.7,898.795
US10,P002,HALB-2020,2025,4,ROH,Materia Prima,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-1000,USD,PC,602.2,846628.16,1405.892
FR01,P001,FERT-3001,2023,9,FERT,Produto Acabado,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-3000,GBP,L,2218.854,529542.82,238.656
UK01,P002,RM-003,2023,8,FERT,Produto Acabado,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-3000,EUR,M,4612.565,628231.35,136.2
US10,P002,RM-001,2023,7,FERT,Produto Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-3000,GBP,PC,2267.727,1422232.2,627.162
BR01,P002,MAT-1002,2024,8,HALB,Semi-Acabado,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-2000,USD,KG,203.369,199774.86,982.327
UK01,P004,FERT-3002,2023,12,HAWA,Mercadoria Revenda,Filial Norte,130300,Estoque Merc. Revenda,PC-2000,GBP,L,4382.573,916058.56,209.023
FR01,P002,MAT-1001,2024,3,HAWA,Mercadoria Revenda,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-1000,EUR,PC,1850.703,713540.39,385.551
UK01,P002,RM-001,2025,1,FERT,Produto Acabado,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-2000,USD,L,1733.463,1392298.41,803.189
