CompanyCode,Plant,Material,FiscalYear,FiscalPeriod,TipoMaterial,TipoMaterialText,PlantName,ContaContabil,ContaContabilText,ProfitCenter,CompanyCodeCurrency,BaseUnit,QtdBruta,ValorTotalCalculado,PrecoUnitarioBruto
BR01,P003,MAT-1001,2025,3,HALB,Produto Semi-Acabado,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-1000,EUR,TON,1681.314,6704671.67,3987.757
UK01,P003,RM-005,2023,1,ROH,Materia Prima,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-2000,USD,TON,4993.049,4812110.89,963.762
DE10,P004,SKU-8891,2025,3,HALB,Produto Semi-Acabado,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-1000,USD,M,349.134,241199.22,690.85
BR01,P001,MAT-1003,2024,7,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-2000,BRL,L,4162.814,3674124.61,882.606
BR01,P002,HALB-2002,2024,2,HAWA,Mercadoria de Revenda,Filial RJ,510110,Consumo de Materia Prima,PC-1000,EUR,TON,4960.218,24786754.97,4997.11
US10,P001,MAT-1015,2023,5,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-3000,GBP,PC,2306.583,4900243.32,2124.46
US10,P002,HAWA-4001,2023,3,FERT,Produto Acabado,Filial RJ,510110,Consumo de Materia Prima,PC-3000,EUR,M,4106.333,8557240.72,2083.913
UK01,P001,MP-ALPHA,2023,4,ROH,Materia Prima,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-1000,USD,L,720.4,3166492.99,4395.465
UK01,P002,MAT-1002,2025,2,FERT,Produto Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-1000,USD,TON,3.593,7840.45,2182.147
US10,P003,MAT-1004,2025,7,HALB,Produto Semi-Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-2000,USD,M,735.172,3164286.15,4304.144
US10,P001,RM-005,2025,3,HALB,Produto Semi-Acabado,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-2000,EUR,TON,3689.25,4751761.38,1288.002
FR01,P003,MAT-1020,2025,12,HALB,Produto Semi-Acabado,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-1000,GBP,KG,1096.727,1143544.08,1042.688
FR01,P002,MAT-1004,2025,11,ROH,Materia Prima,Filial RJ,130100,Conta de Estoque Materiais,PC-1000,GBP,TON,4115.715,8203175.62,1993.135
UK01,P001,RM-005,2025,6,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-1000,EUR,PC,4375.546,21343926.51,4878.003
FR01,P002,MAT-1015,2024,5,HAWA,Mercadoria de Revenda,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-3000,USD,TON,3673.891,10406432.19,2832.537
FR01,P002,MAT-1002,2023,4,FERT,Produto Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,USD,TON,3008.191,7314338.2,2431.474
BR01,P001,RM-045,2024,2,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-1000,USD,L,1927.462,2610194.1,1354.213
DE10,P003,MAT-1002,2025,10,HAWA,Mercadoria de Revenda,Fabrica Berlim,510110,Consumo de Materia Prima,PC-2000,GBP,KG,6.336,6729.93,1062.173
DE10,P004,RM-012,2023,5,ROH,Materia Prima,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-1000,USD,L,2380.983,11137700.37,4677.774
DE10,P002,FERT-3001,2023,2,HALB,Produto Semi-Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,EUR,KG,1071.247,532073.39,496.686
US10,P001,MP-ALPHA,2023,7,FERT,Produto Acabado,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-2000,USD,PC,1602.666,2891903.42,1804.433
FR01,P004,MAT-1005,2023,10,HALB,Produto Semi-Acabado,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-1000,BRL,KG,4441.939,20647922.57,4648.403
BR01,P002,MAT-1003,2025,9,HALB,Produto Semi-Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-2000,BRL,M,4262.059,16074794.51,3771.603
BR01,P002,RM-005,2024,11,ROH,Materia Prima,Filial RJ,130100,Conta de Estoque Materiais,PC-3000,GBP,KG,1620.359,7685814.82,4743.279
UK01,P004,RM-023,2024,10,HALB,Produto Semi-Acabado,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-2000,GBP,L,2468.867,11984998.81,4854.453
FR01,P002,MAT-1015,2025,1,FERT,Produto Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,EUR,PC,966.848,500164.01,517.314
UK01,P003,RM-012,2025,9,HALB,Produto Semi-Acabado,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-2000,GBP,PC,3166.113,14671514.35,4633.92
US10,P002,RM-045,2024,5,HAWA,Mercadoria de Revenda,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-1000,GBP,PC,2309.628,7608164.07,3294.108
UK01,P001,MAT-1002,2024,11,FERT,Produto Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-1000,GBP,L,831.147,3005299.56,3615.846
BR01,P004,MAT-1010,2024,2,FERT,Produto Acabado,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-3000,GBP,KG,4134.123,19172396.42,4637.597
UK01,P003,RM-005,2023,8,HAWA,Mercadoria de Revenda,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,GBP,TON,4619.578,13375105.76,2895.309
US10,P004,MAT-1001,2024,3,ROH,Materia Prima,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-2000,USD,KG,3717.556,15840041.42,4260.875
UK01,P003,MAT-1015,2024,1,HAWA,Mercadoria de Revenda,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,EUR,KG,4393.939,8198782.6,1865.93
BR01,P002,RM-023,2025,10,ROH,Materia Prima,Filial RJ,510110,Consumo de Materia Prima,PC-3000,GBP,KG,2682.903,12950678.63,4827.114
US10,P004,MP-ALPHA,2025,7,HAWA,Mercadoria de Revenda,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-2000,BRL,L,1872.945,948515.54,506.43
BR01,P003,HALB-2001,2024,2,FERT,Produto Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,GBP,TON,2125.472,3933296.46,1850.552
BR01,P001,MAT-1010,2023,12,ROH,Materia Prima,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-2000,EUR,L,1519.679,6643728.09,4371.797
FR01,P002,MAT-1004,2024,2,FERT,Produto Acabado,Filial RJ,510110,Consumo de Materia Prima,PC-1000,EUR,L,3341.985,6297278.94,1884.293
DE10,P004,MAT-1005,2024,3,HAWA,Mercadoria de Revenda,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-1000,EUR,M,698.979,659265.11,943.183
DE10,P001,FERT-3003,2024,12,ROH,Materia Prima,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-3000,GBP,TON,4872.111,1971236.62,404.596
US10,P002,RM-012,2025,6,ROH,Materia Prima,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-3000,EUR,KG,180.459,482451.54,2673.469
US10,P001,MAT-1015,2025,10,FERT,Produto Acabado,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-3000,GBP,KG,4515.043,1022788.18,226.529
BR01,P002,HAWA-4001,2025,11,ROH,Materia Prima,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,EUR,PC,779.633,2085483.97,2674.956
FR01,P004,MAT-1002,2023,7,HAWA,Mercadoria de Revenda,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-1000,BRL,M,4843.793,7527060.57,1553.96
BR01,P001,MP-ALPHA,2025,8,FERT,Produto Acabado,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-3000,USD,M,3539.512,14689916.31,4150.266
UK01,P003,FERT-3003,2025,3,HAWA,Mercadoria de Revenda,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-3000,USD,TON,2728.833,7416787.99,2717.934
BR01,P004,RM-012,2024,2,HALB,Produto Semi-Acabado,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-1000,EUR,KG,1932.321,3494861.46,1808.634
BR01,P003,RM-012,2023,4,FERT,Produto Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,GBP,PC,4653.492,14246633.18,3061.493
UK01,P002,MAT-1005,2025,1,HAWA,Mercadoria de Revenda,Filial RJ,510110,Consumo de Materia Prima,PC-1000,EUR,KG,2579.263,12073395.98,4680.948
US10,P002,MAT-1002,2025,4,HAWA,Mercadoria de Revenda,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,EUR,TON,976.426,2776252.52,2843.28
FR01,P004,FERT-3003,2025,2,FERT,Produto Acabado,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-2000,BRL,KG,3089.327,13348425.89,4320.82
US10,P002,RM-012,2025,2,HALB,Produto Semi-Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,USD,KG,4728.523,8947174.09,1892.171
UK01,P003,HALB-2002,2023,10,ROH,Materia Prima,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-3000,GBP,KG,3364.594,7315852.07,2174.364
DE10,P003,MAT-1004,2024,1,HAWA,Mercadoria de Revenda,Fabrica Berlim,510110,Consumo de Materia Prima,PC-2000,GBP,L,537.455,1337586.29,2488.741
UK01,P002,RM-023,2023,9,ROH,Materia Prima,Filial RJ,510110,Consumo de Materia Prima,PC-2000,BRL,PC,2390.255,5042025.41,2109.409
DE10,P003,MAT-1002,2025,4,FERT,Produto Acabado,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-2000,EUR,KG,4906.954,11509535.4,2345.556
DE10,P004,HALB-2002,2024,3,FERT,Produto Acabado,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-3000,GBP,TON,3909.003,8370821.11,2141.421
FR01,P002,HALB-2002,2024,8,HALB,Produto Semi-Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-2000,EUR,M,3359.599,16136066.65,4802.974
DE10,P002,FERT-3002,2025,5,ROH,Materia Prima,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-1000,USD,KG,2299.088,2479014.63,1078.26
DE10,P002,FERT-3002,2023,2,ROH,Materia Prima,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-3000,GBP,KG,4473.545,6100394.37,1363.66
FR01,P002,MAT-1015,2025,3,HALB,Produto Semi-Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-3000,GBP,KG,2647.427,11686391.4,4414.245
US10,P004,RM-023,2023,5,HAWA,Mercadoria de Revenda,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-1000,EUR,L,737.982,1009467.13,1367.875
DE10,P004,MAT-1002,2025,2,ROH,Materia Prima,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-3000,BRL,L,2406.134,9411049.35,3911.274
US10,P002,MAT-1010,2024,5,HALB,Produto Semi-Acabado,Filial RJ,510110,Consumo de Materia Prima,PC-2000,EUR,PC,1804.692,1592824.77,882.602
BR01,P004,MAT-1015,2024,9,ROH,Materia Prima,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-1000,GBP,PC,1364.749,894348.68,655.321
FR01,P004,FERT-3003,2024,1,FERT,Produto Acabado,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-3000,EUR,M,4650.087,11579465.29,2490.161
US10,P002,MP-ALPHA,2024,10,HALB,Produto Semi-Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-1000,EUR,KG,4543.133,17979294.38,3957.466
FR01,P003,RM-023,2024,8,HALB,Produto Semi-Acabado,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-3000,GBP,KG,2037.405,5788815.67,2841.269
FR01,P003,FERT-3003,2025,2,ROH,Materia Prima,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-3000,BRL,PC,4239.336,21086991.42,4974.126
DE10,P001,MAT-1010,2024,12,FERT,Produto Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-2000,EUR,PC,3031.891,14231963.16,4694.088
FR01,P001,MAT-1005,2024,1,ROH,Materia Prima,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-3000,BRL,TON,290.669,1379665.64,4746.518
UK01,P003,MAT-1004,2025,10,FERT,Produto Acabado,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-1000,USD,TON,4060.129,5376804.47,1324.294
DE10,P004,MAT-1005,2023,1,HALB,Produto Semi-Acabado,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-2000,GBP,L,1381.761,6663722.05,4822.63
FR01,P003,FERT-3003,2025,11,HAWA,Mercadoria de Revenda,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-1000,EUR,KG,3859.475,7302944.91,1892.212
UK01,P003,SKU-8891,2024,9,HALB,Produto Semi-Acabado,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-3000,GBP,KG,194.183,202102.17,1040.782
BR01,P001,FERT-3002,2023,7,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-2000,USD,L,1858.344,1756122.07,944.993
BR01,P003,HALB-2002,2024,8,FERT,Produto Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-2000,BRL,M,3452.319,16967985.63,4914.953
DE10,P001,FERT-3002,2024,2,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-1000,BRL,KG,3773.111,1848228.24,489.842
DE10,P002,MAT-1015,2025,8,ROH,Materia Prima,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-1000,EUR,PC,3980.506,18064001.95,4538.117
UK01,P001,MAT-1003,2023,5,HALB,Produto Semi-Acabado,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-3000,EUR,PC,4719.048,9489236.32,2010.837
BR01,P002,MAT-1004,2023,5,ROH,Materia Prima,Filial RJ,130100,Conta de Estoque Materiais,PC-3000,EUR,M,3196.612,12513914.45,3914.743
DE10,P001,MAT-1005,2023,2,ROH,Materia Prima,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-2000,EUR,TON,253.629,1100052.38,4337.25
UK01,P003,FERT-3003,2024,1,ROH,Materia Prima,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-3000,BRL,L,4692.619,17091203.52,3642.146
DE10,P004,HAWA-4001,2023,12,ROH,Materia Prima,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-1000,USD,L,3747.015,5395652.89,1439.987
UK01,P003,HALB-2001,2025,10,FERT,Produto Acabado,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-1000,GBP,TON,1976.114,7775356.47,3934.67
DE10,P002,RM-023,2025,1,HALB,Produto Semi-Acabado,Filial RJ,510110,Consumo de Materia Prima,PC-3000,GBP,M,943.463,3751554.2,3976.366
BR01,P001,MAT-1020,2025,3,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-1000,EUR,L,3191.48,7564413.98,2370.19
FR01,P003,MAT-1010,2025,6,ROH,Materia Prima,Fabrica Berlim,510110,Consumo de Materia Prima,PC-3000,GBP,PC,3939.176,7541682.44,1914.533
UK01,P001,MAT-1020,2025,12,ROH,Materia Prima,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-1000,USD,PC,3032.208,9984287.73,3292.745
DE10,P004,RM-045,2024,10,HALB,Produto Semi-Acabado,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-3000,GBP,KG,2478.53,686540.42,276.995
DE10,P004,MP-BETA,2023,7,HALB,Produto Semi-Acabado,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-3000,BRL,TON,255.353,957261.96,3748.779
FR01,P003,MAT-1005,2023,10,HALB,Produto Semi-Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,USD,KG,2656.932,10352921.52,3896.57
UK01,P002,FERT-3001,2024,2,HALB,Produto Semi-Acabado,Filial RJ,510110,Consumo de Materia Prima,PC-2000,BRL,L,3178.166,11823508.5,3720.23
BR01,P001,MAT-1005,2024,12,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-2000,BRL,KG,4440.405,18023381.87,4058.95
UK01,P002,MP-ALPHA,2023,4,ROH,Materia Prima,Filial RJ,510110,Consumo de Materia Prima,PC-1000,BRL,KG,4609.566,7658715.55,1661.483
BR01,P001,MAT-1002,2023,7,HALB,Produto Semi-Acabado,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-3000,EUR,L,4949.126,1837184.86,371.214
DE10,P001,HALB-2002,2024,12,ROH,Materia Prima,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-3000,USD,L,4410.993,14082972.94,3192.699
FR01,P003,RM-012,2023,6,ROH,Materia Prima,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-1000,GBP,PC,849.401,3383216.85,3983.062
UK01,P004,MAT-1015,2023,11,FERT,Produto Acabado,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-3000,BRL,PC,3430.563,14690329.43,4282.192
UK01,P004,FERT-3001,2024,3,HALB,Produto Semi-Acabado,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-1000,USD,L,4549.073,6713526.48,1475.801
US10,P002,HALB-2001,2025,8,HALB,Produto Semi-Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-3000,EUR,TON,3118.108,2108664.19,676.264
UK01,P003,RM-012,2023,4,HAWA,Mercadoria de Revenda,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-2000,GBP,TON,2045.767,888826.43,434.471
UK01,P004,HAWA-4001,2024,7,HAWA,Mercadoria de Revenda,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-2000,BRL,TON,2729.446,10378303.54,3802.348
UK01,P003,RM-023,2025,2,HAWA,Mercadoria de Revenda,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,USD,L,2643.759,7958727.15,3010.383
UK01,P003,MP-BETA,2025,7,FERT,Produto Acabado,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-2000,EUR,KG,2468.039,5780478.06,2342.134
US10,P002,MAT-1002,2025,7,ROH,Materia Prima,Filial RJ,130100,Conta de Estoque Materiais,PC-3000,EUR,KG,3.84,8295.54,2160.296
DE10,P001,MAT-1004,2024,3,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-1000,USD,TON,4705.44,3941549.46,837.658
UK01,P002,FERT-3002,2024,2,HALB,Produto Semi-Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-3000,USD,M,1154.165,5227274.46,4529.053
FR01,P002,MAT-1005,2023,8,HAWA,Mercadoria de Revenda,Filial RJ,510110,Consumo de Materia Prima,PC-2000,GBP,M,1435.175,1798152.29,1252.915
DE10,P001,RM-045,2025,4,ROH,Materia Prima,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-1000,USD,L,3195.497,13740614.73,4299.993
DE10,P003,MAT-1015,2025,12,ROH,Materia Prima,Fabrica Berlim,510110,Consumo de Materia Prima,PC-3000,EUR,TON,2199.605,10839917.39,4928.12
BR01,P004,MAT-1015,2024,7,ROH,Materia Prima,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-2000,USD,L,2736.867,7675067.29,2804.326
DE10,P003,MAT-1020,2023,7,HAWA,Mercadoria de Revenda,Fabrica Berlim,510110,Consumo de Materia Prima,PC-3000,GBP,L,1654.054,1053637.36,637.003
UK01,P001,FERT-3002,2023,2,ROH,Materia Prima,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-1000,USD,TON,2770.352,295760.01,106.759
UK01,P004,MAT-1002,2023,1,FERT,Produto Acabado,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-3000,BRL,KG,275.62,801793.74,2909.055
DE10,P003,RM-012,2025,8,ROH,Materia Prima,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-3000,BRL,KG,2214.815,797142.93,359.914
UK01,P003,MP-ALPHA,2023,10,FERT,Produto Acabado,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-2000,BRL,TON,2747.919,2063819.07,751.048
UK01,P001,SKU-8891,2024,10,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-2000,EUR,PC,2470.824,3711323.43,1502.059
US10,P003,MAT-1020,2024,7,ROH,Materia Prima,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-2000,BRL,TON,3557.335,331440.46,93.171
UK01,P003,HAWA-4001,2024,8,FERT,Produto Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-2000,EUR,PC,3558.817,1832385.05,514.886
BR01,P001,MAT-1005,2023,2,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-3000,EUR,M,2275.017,4709826.64,2070.238
DE10,P002,MP-BETA,2025,7,FERT,Produto Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-1000,GBP,TON,90.287,417567.17,4624.887
FR01,P003,MP-BETA,2023,1,ROH,Materia Prima,Fabrica Berlim,510110,Consumo de Materia Prima,PC-3000,BRL,TON,4853.58,13357377.35,2752.067
FR01,P004,RM-005,2025,9,HALB,Produto Semi-Acabado,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-1000,EUR,TON,2859.638,2198332.41,768.745
UK01,P001,RM-012,2025,2,FERT,Produto Acabado,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-3000,BRL,PC,2549.642,3981926.34,1561.759
DE10,P004,MAT-1005,2025,2,HALB,Produto Semi-Acabado,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-1000,GBP,M,2320.148,10934623.19,4712.899
DE10,P003,HAWA-4001,2025,2,ROH,Materia Prima,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-1000,BRL,TON,1209.256,3741055.94,3093.684
UK01,P003,MAT-1004,2024,4,FERT,Produto Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,USD,L,442.923,1493227.2,3371.302
FR01,P004,MAT-1010,2024,4,ROH,Materia Prima,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-3000,BRL,L,1675.899,7086791.98,4228.651
FR01,P004,HALB-2002,2024,4,HALB,Produto Semi-Acabado,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-1000,USD,KG,580.378,2568509.27,4425.58
US10,P001,MAT-1001,2024,9,ROH,Materia Prima,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-2000,EUR,L,1433.682,1003287.8,699.798
US10,P002,MAT-1001,2024,10,HALB,Produto Semi-Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-1000,USD,KG,3072.316,5742822.22,1869.216
BR01,P002,RM-012,2024,11,HALB,Produto Semi-Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,BRL,L,1970.966,7985766.88,4051.702
FR01,P001,RM-023,2023,2,FERT,Produto Acabado,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-3000,GBP,M,1724.811,3634140.56,2106.979
FR01,P002,HALB-2001,2025,7,HAWA,Mercadoria de Revenda,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,USD,M,3819.456,5441781.39,1424.753
DE10,P004,MAT-1001,2023,10,FERT,Produto Acabado,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-2000,BRL,M,2225.244,6086914.64,2735.392
BR01,P001,RM-012,2024,2,ROH,Materia Prima,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-3000,USD,L,4213.43,6826523.44,1620.182
FR01,P001,MAT-1002,2024,1,ROH,Materia Prima,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-1000,EUR,L,4727.137,6286056.97,1329.781
UK01,P001,RM-023,2024,9,FERT,Produto Acabado,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-3000,BRL,L,4855.705,6287744.66,1294.919
UK01,P001,HAWA-4001,2025,3,HALB,Produto Semi-Acabado,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-1000,EUR,PC,1950.057,5175618.98,2654.086
DE10,P001,RM-005,2023,7,HALB,Produto Semi-Acabado,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-3000,USD,PC,1001.717,3406333.65,3400.495
FR01,P003,MAT-1020,2024,2,HALB,Produto Semi-Acabado,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-3000,BRL,L,3584.042,8361856.71,2333.08
DE10,P002,MP-ALPHA,2024,7,ROH,Materia Prima,Filial RJ,130100,Conta de Estoque Materiais,PC-1000,GBP,PC,1713.909,335682.79,195.858
US10,P003,MAT-1003,2024,2,HALB,Produto Semi-Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-3000,USD,TON,4034.914,18901958.12,4684.6
UK01,P003,MAT-1020,2024,10,HALB,Produto Semi-Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,USD,TON,815.12,2116309.91,2596.317
UK01,P002,MP-BETA,2023,10,ROH,Materia Prima,Filial RJ,130100,Conta de Estoque Materiais,PC-1000,USD,PC,1323.607,263081.45,198.761
DE10,P004,MAT-1010,2024,12,HALB,Produto Semi-Acabado,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-2000,USD,PC,965.516,1828422.75,1893.726
DE10,P002,MAT-1001,2025,5,FERT,Produto Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-3000,BRL,L,1011.369,3826504.5,3783.49
FR01,P004,MAT-1015,2025,6,HAWA,Mercadoria de Revenda,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-3000,BRL,L,3869.923,14798659.08,3824.019
DE10,P001,FERT-3003,2023,12,FERT,Produto Acabado,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-3000,USD,TON,1542.99,7169166.66,4646.282
FR01,P001,HALB-2002,2025,10,HALB,Produto Semi-Acabado,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-2000,EUR,M,171.863,661872.77,3851.165
FR01,P002,MAT-1010,2024,6,HAWA,Mercadoria de Revenda,Filial RJ,130100,Conta de Estoque Materiais,PC-1000,GBP,PC,2071.473,441735.4,213.247
UK01,P004,MP-ALPHA,2024,10,ROH,Materia Prima,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-1000,EUR,L,1352.435,6043791.28,4468.822
FR01,P001,MAT-1010,2024,8,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-2000,EUR,L,2513.894,1910199.95,759.857
DE10,P002,MAT-1010,2025,7,HAWA,Mercadoria de Revenda,Filial RJ,510110,Consumo de Materia Prima,PC-3000,BRL,KG,4848.888,19026187.96,3923.825
US10,P004,MAT-1004,2023,2,FERT,Produto Acabado,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-3000,GBP,KG,4091.319,11951671.53,2921.227
BR01,P002,FERT-3002,2025,1,HALB,Produto Semi-Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-1000,EUR,L,295.184,882506.29,2989.682
US10,P002,HALB-2002,2025,4,ROH,Materia Prima,Filial RJ,130100,Conta de Estoque Materiais,PC-1000,USD,PC,594.268,2784335.75,4685.32
